Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
how are viruses structured?	faq_whatisit				false		0
how do viruses behave?	faq_whatisit				false		0
how do viruses work?	faq_whatisit				false		0
how does a pandemic work?	faq_whatisit				false		0
how does an epidemic work?	faq_whatisit				false		0
how does covid work?	faq_whatisit				false		0
how is a virus structured?	faq_whatisit				false		0
i want to know what are corona viruses?	faq_whatisit				false		0
i want to know what does an outbreak mean?	faq_whatisit				false		0
i want to know what is corona?	faq_whatisit				false		0
i want to know what is covid-19?	faq_whatisit				false		0
is covid 19 a virus?	faq_whatisit				false		0
is covid a virus?	faq_whatisit				false		0
is covid19 a virus?	faq_whatisit				false		0
is covid-19 a virus?	faq_whatisit				false		0
is it a virus?	faq_whatisit				false		0
tell me what are corona viruses?	faq_whatisit				false		0
tell me what does an outbreak mean?	faq_whatisit				false		0
tell me what is corona?	faq_whatisit				false		0
tell me what is covid-19	faq_whatisit				false		0
what are corona viruses?	faq_whatisit				false		0
what are viruses?	faq_whatisit				false		0
what do they mean by "pandemic"	faq_whatisit				false		0
what do viruses look like?	faq_whatisit				false		0
what does "pandemic" mean?	faq_whatisit				false		0
what does a virus look like?	faq_whatisit				false		0
what does an outbreak mean?	faq_whatisit				false		0
what does covid mean?	faq_whatisit				false		0
what does covid stand for?	faq_whatisit				false		0
what does covid19 mean?	faq_whatisit				false		0
what does covid-19 mean?	faq_whatisit				false		0
what does covid19 stand for?	faq_whatisit				false		0
what does outbreak mean?	faq_whatisit				false		0
what is a pandemic?	faq_whatisit				false		0
what is a virus?	faq_whatisit				false		0
what is an epidemic?	faq_whatisit				false		0
what is corona?	faq_whatisit				false		0
what is covid-19	faq_whatisit				false		0
what is pandemic	faq_whatisit				false		0
what is the corona virus?	faq_whatisit				false		0
what is the difference between and epidemic and a pandemic?	faq_whatisit				false		0
what is the full name of coronavirus?	faq_whatisit				false		0
what is the full name of covid-19?	faq_whatisit				false		0
what is the full name of the virus?	faq_whatisit				false		0
what is the structure of coronavirus	faq_whatisit				false		0
what is the structure of coronavirus?	faq_whatisit				false		0
what is the structure of covid 19	faq_whatisit				false		0
what is the structure of covid-19	faq_whatisit				false		0
what is the structure of covid19?	faq_whatisit				false		0
what kind of disease is corona?	faq_whatisit				false		0
what kind of illness is corona virus?	faq_whatisit				false		0
what kind of viruses are corona viruses?	faq_whatisit				false		0
why is it called corona virus?	faq_whatisit				false		0
how did it start?	faq_origin				false		0
how did the covid outbreak start?	faq_origin				false		0
how did the outbreak start?	faq_origin				false		0
what caused corona virus?	faq_origin				false		0
what caused covid-19	faq_origin				false		0
what caused covid-19 to happen?	faq_origin				false		0
what caused the corona outbreak?	faq_origin				false		0
when did it start?	faq_origin				false		0
when did the outbreak start?	faq_origin				false		0
when was corona virus detected?	faq_origin				false		0
when was coronavirus identified?	faq_origin				false		0
when was it detected?	faq_origin				false		0
where did it come from?	faq_origin				false		0
where did the coronavirus come from?	faq_origin				false		0
where was the virus first detected?	faq_origin				false		0
why did corona happen?	faq_origin				false		0
why did this happen?	faq_origin				false		0
